"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
100005717,209,45970,144193,"Lipid","Lysophospholipid",2726,"NAMED","BVJSKAUUFXBDOB-UHFFFAOYSA-N","O=P(OCC(O)CO)(O)OCC(O)COC(CCCCCCCCCCCCCCC)=O","1-palmitoyl-GPG (16:0)*","1-palmitoyl-GPG (16:0)*",NA,"2548639","HMDB0240601",NA,"3300276","Neg"
100005814,209,61826,218246,"Lipid","Endocannabinoid",2195,"NAMED","YIWODQVLEDDQSF-HZJYTTRNSA-N","CCCCC/C=C\C/C=C\CCCCCCCC(NCCS(=O)(O)=O)=O","N-linoleoyltaurine*","N-linoleoyltaurine*",NA,NA,NA,NA,"52922081","Neg"
100005831,209,61824,218244,"Lipid","Endocannabinoid",2194,"NAMED","QNBGIJHCIVKQEX-FPLPWBNLSA-N","O=C(NCCS(=O)(O)=O)CCCCCCC/C=C\CCCCCC","N-palmitoleoyltaurine*","N-palmitoleoyltaurine*",NA,NA,NA,NA,NA,"Neg"
100005864,209,46144,144231,"Xenobiotics","Food Component/Plant",5113,"NAMED","HOVAGTYPODGVJG-ZFYZTMLRSA-N","O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)OC)O)O","methyl glucopyranoside (alpha + beta)","methyl glucopyranoside (alpha + beta)",NA,NA,"HMDB0029965",NA,"445238,3036743,2108","Neg"
100005946,305,48141,160468,"Xenobiotics","Food Component/Plant",5152,"NAMED","WPAMZTWLKIDIOP-WVZVXSGGSA-N","OC[C@@H](O)[C@@H](O)CC(C(O)=O)=O","2-keto-3-deoxy-gluconate","2-keto-3-deoxy-gluconate","17510-99-5","141630","HMDB0001353","C00204","161227","Polar"
100005985,402,47154,164532,"Lipid","Sphingomyelins",3134,"NAMED","SOWIKWJDPCEPOJ-IOBWIPHESA-N","CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O","sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin (d18:2/14:0, d18:1/14:1)*",NA,NA,"HMDB0240637,HMDB0240612",NA,NA,"Pos Late"
100005986,402,47153,164529,"Lipid","Sphingomyelins",3149,"NAMED","WKZHECFHXLTOLJ-QYKFWSDSSA-N","O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O","sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:1/24:1, d18:2/24:0)*","94359-13-4","24846874","HMDB0012107",NA,"44260126","Pos Late"
100005996,402,61865,218582,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1936,"NAMED","CYPBWZKNUDFJJE-PLNGDYQASA-N","O=C(CCCCCCC/C=C\CCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C","octadecenedioylcarnitine (C18:1-DC)*","octadecenedioylcarnitine (C18:1-DC)*","251981-06-3","28639201",NA,NA,NA,"Pos Late"
100005998,402,61867,218585,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1935,"NAMED","ULCCGBCYWCYNIC-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C","octadecanedioylcarnitine (C18-DC)*","octadecanedioylcarnitine (C18-DC)*","123233-50-1","28639203",NA,NA,NA,"Pos Late"
100006051,402,48182,160274,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1902,"NAMED","ABVVZYXTZLEOHP-OLHLWXQYSA-N","O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C","myristoleoylcarnitine (C14:1)*","myristoleoylcarnitine (C14:1)*","889848-55-9","34999520","HMDB0240588",NA,"129691961","Pos Late"
100006056,209,48433,155077,"Amino Acid","Tyrosine Metabolism",232,"NAMED","NSTPXGARCQOSAU-VIFPVBQESA-N","OC([C@@H](NC=O)CC1=CC=CC=C1)=O","N-formylphenylalanine","N-formylphenylalanine","13200-85-6","663938","HMDB0240317",NA,"759256,7064571","Neg"
100006094,209,48409,155065,"Xenobiotics","Food Component/Plant",5153,"NAMED","YPXHXDXMTWPQTO-SNAWJCMRSA-N","O=C(/C=C/C1=CC=CC(OS(=O)(O)=O)=C1)O","3-hydroxycinnamate sulfate","3-hydroxycinnamate sulfate","86321-30-4","4947175",NA,NA,"6443141","Neg"
100006095,209,48410,160464,"Amino Acid","Tyrosine Metabolism",235,"NAMED","OYDCCWNLILCHDJ-ZZXKWVIFSA-N","O=C(O[H])/C=C/C1=CC=C(OS(=O)(O)=O)C=C1","4-hydroxycinnamate sulfate","4-hydroxycinnamate sulfate","376374-66-2","4797737",NA,NA,"6070438","Neg"
100006098,209,48448,155087,"Xenobiotics","Chemical",6245,"NAMED","BDERIBJTVYFANV-UHFFFAOYSA-N","O=S(OC1=CC=CN=C1)(O)=O","3-hydroxypyridine sulfate","3-hydroxypyridine sulfate","1955-23-3","16232314",NA,NA,NA,"Neg"
100006103,209,48419,155067,"Xenobiotics","Food Component/Plant",4815,"NAMED","HLYCAHONCGGOOJ-UHFFFAOYSA-N","O=C(N1)C(OS(=O)(O)=O)C2=C1C=CC=C2","3-hydroxyindolin-2-one sulfate","3-hydroxyindolin-2-one sulfate",NA,NA,NA,NA,NA,"Neg"
100006106,209,48696,222424,"Xenobiotics","Food Component/Plant",4651,"NAMED","PVWYGTJERKKPRW-UHFFFAOYSA-N","O=C1C=COC(C)=C1OS(=O)(O)=O","maltol sulfate","maltol sulfate",NA,NA,NA,NA,NA,"Neg"
100006108,400,48425,157774,"Peptide","Acetylated Peptides",1201,"NAMED","DZTZJNGATJMDSH-CYBMUJFWSA-N","O=C(CC1=CC=CC=C1)O[C@H](CC([O-])=O)C[N+](C)(C)C","phenylacetylcarnitine","phenylacetylcarnitine","287108-21-8",NA,NA,NA,"101724840","Pos Early"
100006115,305,48255,153226,"Carbohydrate","Pentose Metabolism",1300,"NAMED","QXKAIJAYHKCRRA-JJYYJPOSSA-N","OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O","arabonate/xylonate","arabonate/xylonate",NA,NA,"HMDB0000539","C00502,C05411","122045,6602431","Polar"
100006116,209,48429,155073,"Xenobiotics","Benzoate Metabolism",4566,"NAMED","IBEAHXYYSZWGED-UHFFFAOYSA-N","O=C(OC)C1=CC=C(OS(=O)(O)=O)C=C1","methyl-4-hydroxybenzoate sulfate","methyl-4-hydroxybenzoate sulfate",NA,NA,"HMDB0041646",NA,"10657183","Neg"
100006120,209,48438,165701,"Xenobiotics","Food Component/Plant",5150,"NAMED","KHSGXBFYCSMNPA-UHFFFAOYSA-N","O=C(O)C(NC(C)=O)CCCCN1C(C=O)=CC=C1CO","N-acetylpyrraline","N-acetylpyrraline",NA,NA,NA,"C01227",NA,"Neg"
100006121,209,48341,153390,"Lipid","Monoacylglycerol",2880,"NAMED","LERKRWCYZNDWFH-QNEBEIHSSA-N","OCC(O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O","1-dihomo-linolenylglycerol (20:3)","1-dihomo-linolenylglycerol (20:3)",NA,NA,"HMDB0011577",NA,NA,"Neg"
100006122,305,48340,153389,"Carbohydrate","Pentose Metabolism",1281,"NAMED","LQXVFWRQNMEDEE-UHFFFAOYSA-N","OC1(CO)OCC(O)C1O","ribulose/xylulose","ribulose/xylulose",NA,NA,"HMDB0000621,HMDB0000751,HMDB0001644,HMDB0003371",NA,"5289590,151261","Polar"
100006124,209,48455,155093,"Amino Acid","Lysine Metabolism",113,"NAMED","ZHZUEHHBTYJTKY-UHFFFAOYSA-N","CC(NCCCCC(NC(C)=O)C(O)=O)=O","N2,N6-diacetyllysine","N2,N6-diacetyllysine","499-86-5","82921",NA,NA,"91827","Neg"
100006129,209,54910,208290,"Amino Acid","Tyrosine Metabolism",206,"NAMED","SVYIZYRTOYHQRE-UHFFFAOYSA-N","OC1=C(OC)C=C(CC(C(O)=O)O)C=C1","vanillactate","vanillactate","2475-56-1","141152","HMDB0000913",NA,"160637","Neg"
100006190,209,48580,155103,"Xenobiotics","Food Component/Plant",5272,"NAMED","JCVGTUVGDOWZJE-UHFFFAOYSA-N","CC(NC(C=CC=C1)=C1OS(=O)(O)=O)=O","2-acetamidophenol sulfate","2-acetamidophenol sulfate","40712-60-5","158023",NA,NA,"181671","Neg"
100006191,209,48841,155015,"Amino Acid","Tyrosine Metabolism",230,"NAMED","JPAUCQAJHLSMQW-XPORZQOISA-N","O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC2=CC=C(C)C=C2","p-cresol glucuronide*","p-cresol glucuronide*","17680-99-8","135751","HMDB0011686",NA,"154035","Neg"
100006254,209,48736,155117,"Amino Acid","Tyrosine Metabolism",236,"NAMED","ZQTJTTSZJNFQGJ-UHFFFAOYSA-N","OC(CC1=CC=C(OS(O)(=O)=O)C(O)=C1)=O","3,4-dihydroxyphenylacetate sulfate","3,4-dihydroxyphenylacetate sulfate","38339-04-7","167724",NA,NA,"193283","Neg"
100006260,209,48698,166006,"Xenobiotics","Chemical",6259,"NAMED","QRHHXPIYYXPEMG-UHFFFAOYSA-N","O=S(OC1=CC=C2C=CNC2=C1)(O)=O","6-hydroxyindole sulfate","6-hydroxyindole sulfate",NA,NA,"HMDB0000682",NA,"122198196","Neg"
100006262,209,48457,219302,"Amino Acid","Tyrosine Metabolism",198,"NAMED","IGTMFIJOUADBDC-UHFFFAOYSA-N","COC1=CC=C(OS(=O)(O)=O)C=C1","4-methoxyphenol sulfate","4-methoxyphenol sulfate","3233-60-1",NA,NA,NA,NA,"Neg"
100006290,402,48490,164042,"Lipid","Sphingomyelins",3141,"NAMED","AADLTHQNYQJHQV-SVLGDMRNSA-N","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:1/20:0, d16:1/22:0)*","sphingomyelin (d18:1/20:0, d16:1/22:0)*",NA,"23113477","HMDB0012102",NA,"44260124","Pos Late"
100006292,402,48491,164534,"Lipid","Sphingomyelins",3142,"NAMED","MDRFMTLYKHBJTF-YECRPIIFSA-N","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCC/C=C/CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:1/20:1, d18:2/20:0)*","sphingomyelin (d18:1/20:1, d18:2/20:0)*","222403-67-0",NA,"HMDB0240610,HMDB0240632",NA,NA,"Pos Late"
100006294,402,48492,164533,"Lipid","Sphingomyelins",3126,"NAMED","FJJANLYCZUNFSE-TWKUQIQBSA-N","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","behenoyl sphingomyelin (d18:1/22:0)*","behenoyl sphingomyelin (d18:1/22:0)*",NA,"24846873","HMDB0012103",NA,"44260125","Pos Late"
100006295,402,48493,164535,"Lipid","Sphingomyelins",3146,"NAMED","VBFKEZGCUWHGSK-ADSSWVSQSA-N","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",NA,"29368329","HMDB0012104",NA,NA,"Pos Late"
100006296,402,57477,211140,"Lipid","Sphingomyelins",3147,"NAMED","BBJBWENPFZYXKM-CUYAXJSGSA-N","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCC/C=C/C/C=C/CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",NA,NA,"HMDB0240670,HMDB0240672,HMDB0240669",NA,NA,"Pos Late"
100006298,402,57330,210828,"Lipid","Sphingomyelins",3128,"NAMED","QEDPUVGSSDPBMD-XTAIVQBESA-N","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin (d18:1/24:0)","60037-60-7","24846875","HMDB0011697",NA,NA,"Pos Late"
100006314,402,52433,164557,"Lipid","Sphingomyelins",3135,"NAMED","LQINJRUGTUOHGS-YPDYIYJKSA-N","CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","121999-58-4","28532779","HMDB0240617,HMDB0240608",NA,NA,"Pos Late"
100006361,209,48407,155061,"Amino Acid","Tyrosine Metabolism",229,"NAMED","NZKRYJGNYPYXJZ-UHFFFAOYSA-N","NCCC1=CC(OS(=O)(O)=O)=C(O)C=C1","dopamine 3-O-sulfate","dopamine 3-O-sulfate",NA,"108936","HMDB0006275","C13690","122136","Neg"
100006362,209,48727,155109,"Xenobiotics","Food Component/Plant",5151,"NAMED","CQRHJEVIKOKQMO-UHFFFAOYSA-N","OC1=CC2=C(C=C1)C(C(C3=CC=C(C=C3)OS(=O)(O)=O)=CO2)=O","daidzein sulfate (1)","daidzein sulfate (1)",NA,NA,NA,NA,"12114465","Neg"
100006363,209,48728,155111,"Xenobiotics","Food Component/Plant",5143,"NAMED","CQRHJEVIKOKQMO-UHFFFAOYSA-N","OC1=CC2=C(C(C(C3=CC=C(OS(=O)(O)=O)C=C3)=CO2)=O)C=C1","daidzein sulfate (2)","daidzein sulfate (2)",NA,NA,NA,NA,"12114465","Neg"
100006367,209,53230,179135,"Lipid","Fatty Acid, Monohydroxy",1997,"NAMED","HPMGFDVTYHWBAG-UHFFFAOYSA-N","CCCC(O)CC(O)=O","3-hydroxyhexanoate","3-hydroxyhexanoate","10191-24-9","133518","HMDB0061652,HMDB0010718",NA,"151492","Neg"
100006370,209,54805,207701,"Lipid","Sterol",3229,"NAMED","WVXOMPRLWLXFAP-AMQKJUDNSA-N","C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]3[C@H]2CC=C4[C@]3(C)CC[C@H](O)C4)CCCC(C(O)=O)C","3beta-hydroxy-5-cholestenoate","3beta-hydroxy-5-cholestenoate","6561-58-6",NA,"HMDB0012453","C17333","165511","Neg"
100006374,209,48762,155125,"Xenobiotics","Chemical",6242,"NAMED","NGVLEQPKHLWZLN-UHFFFAOYSA-N","OC1=C(O)C(OS(=O)(O)=O)=CC=C1","1,2,3-benzenetriol sulfate (2)","1,2,3-benzenetriol sulfate (2)",NA,NA,"HMDB0060018,HMDB0060016",NA,"92013662,54110629","Neg"
100006375,209,48763,155127,"Xenobiotics","Benzoate Metabolism",4563,"NAMED","NTXOJWKIHIOUQN-UHFFFAOYSA-N","OC1=C(C=CC=C1OS(=O)(O)=O)OC","3-methoxycatechol sulfate (1)","3-methoxycatechol sulfate (1)",NA,NA,NA,NA,"129892430","Neg"
100006376,209,48752,155119,"Xenobiotics","Benzoate Metabolism",4564,"NAMED","NTXOJWKIHIOUQN-UHFFFAOYSA-N","OC1=C(OC)C=CC=C1OS(=O)(O)=O","3-methoxycatechol sulfate (2)","3-methoxycatechol sulfate (2)",NA,NA,NA,NA,NA,"Neg"
100006378,209,48757,155121,"Amino Acid","Tryptophan Metabolism",275,"NAMED","PPIMFXHQDQRWGJ-JTQLQIEISA-N","OC([C@@H](NC(C)=O)CC(C1=CC=CC=C1N)=O)=O","N-acetylkynurenine (2)","N-acetylkynurenine (2)",NA,NA,"HMDB0240342",NA,"73817779","Neg"
100006379,400,48782,157831,"Amino Acid","Tryptophan Metabolism",266,"NAMED","CPXSBHKDEPPWIX-RAYCSJGISA-N","N[C@H](C(O)=O)CC1=C([C@H]([C@H]([C@@H](O)[C@@H]2O)O)O[C@@H]2CO)NC3=CC=CC=C13","C-glycosyltryptophan","C-glycosyltryptophan","180509-18-6","9157171","HMDB0240296",NA,"10981970","Pos Early"
100006430,305,48885,160479,"Carbohydrate","Pentose Metabolism",1294,"NAMED","HEBKCHPVOIAQTA-IMJSIDKUSA-N","OC[C@@H](C([C@H](CO)O)O)O","arabitol/xylitol","arabitol/xylitol",NA,NA,"HMDB0001851,HMDB0000568,HMDB0002917","C00379,C00542,C01904","94154,6912","Polar"
100006435,400,46539,166536,"Carbohydrate","Aminosugar Metabolism",1451,"NAMED","OVRNDRQMDRJTHS-FMDGEEDCSA-N","O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)NC(C)=O","N-acetylglucosamine/N-acetylgalactosamine","N-acetylglucosamine/N-acetylgalactosamine",NA,NA,"HMDB0000212,HMDB0000215","C01074","439174,84265","Pos Early"
100006614,400,52988,166228,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1925,"NAMED","BSVHAXJKBCWVDA-UHFFFAOYSA-N","[O-]C(CC(OC(CCCCC(O)=O)=O)C[N+](C)(C)C)=O","adipoylcarnitine (C6-DC)","adipoylcarnitine (C6-DC)",NA,"28540385","HMDB0061677",NA,"71296139","Pos Early"
100006627,400,52990,166232,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1933,"NAMED","YVWVEIPYMGBQPE-UHFFFAOYSA-N","[O-]C(CC(OC(CCCCCCC(O)=O)=O)C[N+](C)(C)C)=O","suberoylcarnitine (C8-DC)","suberoylcarnitine (C8-DC)",NA,NA,NA,NA,NA,"Pos Early"
100006633,209,53027,166150,"Amino Acid","Tyrosine Metabolism",237,"NAMED","IIODELUADFSHIZ-UHFFFAOYSA-N","OS(OC(C=C1)=CC=C1CC(O)=O)(=O)=O","4-hydroxyphenylacetate sulfate","4-hydroxyphenylacetate sulfate",NA,NA,NA,NA,NA,"Neg"
100006634,209,52921,166026,"Amino Acid","Tyrosine Metabolism",239,"NAMED","VBCLPDSIELLWDI-UHFFFAOYSA-N","OS(OC1=CC(CC(O)=O)=CC=C1)(=O)=O","3-hydroxyphenylacetate sulfate","3-hydroxyphenylacetate sulfate",NA,NA,NA,NA,NA,"Neg"
100006679,209,52747,166417,"Amino Acid","Tyrosine Metabolism",196,"NAMED","WVHAUDNUGBNUDZ-GOVZDWNOSA-N","O[C@H]1[C@H](OC2=CC=CC=C2)O[C@H](C(O)=O)[C@@H](O)[C@@H]1O","phenol glucuronide","phenol glucuronide","17685-05-1","78692","HMDB0060014",NA,"87235","Neg"
100006726,209,52608,166573,"Lipid","Endocannabinoid",2200,"NAMED","KQXDGUVSAAQARU-HZJYTTRNSA-N","CCCCC/C=C\C/C=C\CCCCCCCC(NCCO)=O","linoleoyl ethanolamide","linoleoyl ethanolamide","68171-52-8","4446566","HMDB0012252",NA,"5283446","Neg"
100006730,209,54730,207583,"Amino Acid","Tryptophan Metabolism",323,"NAMED","YDXXLJMIHMIOIF-UHFFFAOYSA-N","O=C(NCC(O)=O)CC1=CNC2=CC=CC=C21","indoleacetylglycine","indoleacetylglycine","13113-08-1","393944",NA,NA,"446640","Neg"
100008903,402,52603,165331,"Lipid","Phosphatidylcholine (PC)",2377,"NAMED","FVXDQWZBHIXIEJ-LNDKUQBDSA-N","CCCCC/C=C\C/C=C\CCCCCCCC(OC[C@@H](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O","1,2-dilinoleoyl-GPC (18:2/18:2)","1,2-dilinoleoyl-GPC (18:2/18:2)","998-06-1","4450312","HMDB0008138",NA,"5288075","Pos Late"
100008904,402,52438,164562,"Lipid","Phosphatidylcholine (PC)",2340,"NAMED","ATHVAWFAEPLPPQ-VRDBWYNSSA-N","O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\CCCCCCCC)=O","1-stearoyl-2-oleoyl-GPC (18:0/18:1)","1-stearoyl-2-oleoyl-GPC (18:0/18:1)","56421-10-4","24766704","HMDB0008038",NA,"24778825","Pos Late"
100008914,402,52462,165128,"Lipid","Phosphatidylcholine (PC)",2315,"NAMED","IIZPXYDJLKNOIY-JXPKJXOSSA-N","CCCCCCCCCCCCCCCC(OC[C@@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O)=O","1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)","1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)","35418-58-7","8923140","HMDB0007982","C05208","10747814","Pos Late"
100008915,402,52610,165342,"Lipid","Phosphatidylcholine (PC)",2321,"NAMED","IESVDEZGAHUQJU-ZLBXKVHBSA-N","CCCCCCCCCCCCCCCC(OC[C@](OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)([H])COP([O-])(OCC[N+](C)(C)C)=O)=O","1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)","1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)","59403-54-2","4946007","HMDB0007991",NA,"6441886","Pos Late"
100008916,402,52611,165343,"Lipid","Phosphatidylcholine (PC)",2357,"NAMED","FAUYAENFVCNTAL-PFFNLMTBSA-N","O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)O[C@H](COC(CCCCCCCCCCCCCCCCC)=O)CO[P](OCC[N+](C)(C)C)([O-])=O","1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)","1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)","59403-52-0",NA,"HMDB0008057",NA,"24778876","Pos Late"
100008919,402,52614,165346,"Lipid","Plasmalogen",2827,"NAMED","XVYPOHCSLJZFED-QZEVRULJSA-N","[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\CCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)","144371-68-6","24769260","HMDB0011375",NA,"42607457","Pos Late"
100008920,402,52615,165347,"Lipid","Sphingomyelins",3138,"NAMED","YMQZQHIESOAPQH-JXGHDCMNSA-N","O=C(N[C@@]([C@]([H])(O)/C=C/CCCCCCCCCCCCC)([H])COP([O-])(OCC[N+](C)(C)C)=O)CCCCCCCCCCCCCCCC","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","121999-64-2",NA,"HMDB0240620,HMDB0240609,HMDB0240622",NA,"46891763","Pos Late"
100008921,402,52616,165348,"Lipid","Phosphatidylcholine (PC)",2299,"NAMED","PZNPLUBHRSSFHT-RRHRGVEJSA-N","O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCCCCC)=O","1-palmitoyl-2-stearoyl-GPC (16:0/18:0)","1-palmitoyl-2-stearoyl-GPC (16:0/18:0)","59403-51-9","24766643","HMDB0007970","C03889","24778686","Pos Late"
100008928,305,52281,164309,"Amino Acid","Glutathione Metabolism",590,"NAMED","AFENDNXGAFYKQO-UHFFFAOYSA-N","CCC(O)C(O)=O","2-hydroxybutyrate/2-hydroxyisobutyrate","2-hydroxybutyrate/2-hydroxyisobutyrate",NA,NA,"HMDB0000729,HMDB00008","C21297,C05984","440864,4277439","Polar"
100008930,209,52285,164313,"Lipid","Long Chain Monounsaturated Fatty Acid",1551,"NAMED","ZQPPMHVWECSIRJ-KTKRTIGZSA-N","OC(CCCCCCC/C=C\CCCCCCCC)=O","oleate/vaccenate (18:1)","oleate/vaccenate (18:1)",NA,NA,"HMDB0003231,HMDB0000573,HMDB0240219,HMDB0000207","C21944,C08367,C01712,C00712","5282761,637517,5281127,445639","Neg"
100008931,209,52749,166419,"Amino Acid","Tryptophan Metabolism",328,"NAMED","KUYNOZVWCFXSNE-BYNIDDHOSA-N","O[C@H]([C@@H](O)[C@@H]1O)[C@@H](O[C@@H]1C(O)=O)OC2=CNC3=C2C=CC=C3","indoxyl glucuronide","indoxyl glucuronide","35804-66-1","2015556","HMDB0010319",NA,"2733785","Neg"
100008932,209,63154,221893,"Peptide","Acetylated Peptides",1214,"NAMED","QUWZFULUMBECLL-UHFFFAOYSA-N","O=C(NCCS(=O)(O)=O)CC1=CC=CC=C1","phenylacetyltaurine","phenylacetyltaurine","33953-90-1","1627903",NA,NA,"2179693","Neg"
100008933,209,52938,166054,"Lipid","Fatty Acid, Monohydroxy",2007,"NAMED","POMQYTSPMKEQNB-UHFFFAOYSA-N","OC(CC(O)CCCCCCCCCCCCCCC)=O","3-hydroxystearate","3-hydroxystearate","45261-96-9","4446034","HMDB10737",NA,"5282907","Neg"
100008952,209,52431,164555,"Lipid","Monoacylglycerol",2871,"NAMED","KVYUBFKSKZWZSV-BQYQJAHWSA-N","CCCCCC/C=C/CCCCCCCC(OCC(O)CO)=O","1-palmitoleoylglycerol (16:1)*","1-palmitoleoylglycerol (16:1)*",NA,NA,"HMDB0011565",NA,NA,"Neg"
100008953,209,52432,164556,"Lipid","Monoacylglycerol",2888,"NAMED","CXUXMSACCLYMBI-BQYQJAHWSA-N","CCCCCC/C=C/CCCCCCCC(OC(CO)CO)=O","2-palmitoleoylglycerol (16:1)*","2-palmitoleoylglycerol (16:1)*",NA,NA,"HMDB0011534",NA,"53480960","Neg"
100008954,402,52434,164558,"Lipid","Dihydrosphingomyelins",3119,"NAMED","QHZIGNLCLJPLCU-QPPIDDCLSA-N","[H][C@](NC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])CCCCCCCCCCCCCCC","palmitoyl dihydrosphingomyelin (d18:0/16:0)*","palmitoyl dihydrosphingomyelin (d18:0/16:0)*",NA,"8115586","HMDB0010168",NA,"9939965","Pos Late"
100008955,402,52436,164560,"Lipid","Sphingomyelins",3127,"NAMED","SXZWBNWTCVLZJN-NMIJJABPSA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC","tricosanoyl sphingomyelin (d18:1/23:0)*","tricosanoyl sphingomyelin (d18:1/23:0)*",NA,NA,"HMDB0012105",NA,NA,"Pos Late"
100008956,402,52435,164559,"Lipid","Sphingomyelins",3148,"NAMED","JBDGKEXQKCCQFK-JWQIMADESA-N","[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",NA,NA,"HMDB0240634,HMDB0011696,HMDB0240614",NA,"134757653","Pos Late"
